country,points,price,variety
Spain,85,12.0,Garnacha Blanca
US,85,20.0,Pinot Gris
Italy,85,100.0,Montepulciano
Chile,85,12.0,Cabernet Sauvignon
US,85,36.0,Sangiovese
US,85,15.0,Cabernet Sauvignon
Chile,85,17.0,Pinot Noir
US,85,28.0,Cabernet Franc
Italy,85,16.0,Cabernet Sauvignon
US,85,42.0,Zinfandel
US,85,22.0,Sangiovese
Spain,85,20.0,Carignan-Grenache
US,85,15.0,Chardonnay
France,85,16.0,Rosé
Spain,93,69.0,Tempranillo
US,93,60.0,Pinot Noir
Austria,93,44.0,Riesling
US,93,75.0,Pinot Noir
US,93,30.0,Chardonnay
US,93,30.0,Syrah
US,93,65.0,Pinot Noir
US,93,50.0,Chardonnay
US,93,100.0,Pinot Noir
US,93,38.0,Chardonnay
Australia,93,42.0,Shiraz
Germany,93,42.0,Riesling
Germany,93,500.0,Riesling
Germany,93,45.0,Riesling
US,93,70.0,Pinot Noir
Argentina,93,230.0,Cabernet Sauvignon-Malbec
US,93,52.0,Chardonnay
US,93,70.0,Pinot Noir
Australia,93,230.0,Shiraz
France,87,17.0,Malbec
US,87,30.0,Chardonnay
Italy,87,14.0,White Blend
Italy,87,20.0,Chardonnay
Italy,87,10.0,Red Blend
Italy,87,21.0,Frappato
Italy,87,40.0,Red Blend
Italy,87,24.0,Vermentino
Italy,87,21.0,Primitivo
Italy,87,16.0,Frappato
France,87,12.0,Red Blend
Italy,87,15.0,White Blend
US,87,29.0,Pinot Noir
US,87,40.0,Pinot Noir
US,87,34.0,Pinot Noir
Chile,87,17.0,Chardonnay
US,87,24.0,Riesling
Italy,87,17.0,Nero d'Avola
US,87,28.0,Syrah
US,87,24.0,Chardonnay
US,87,29.0,Syrah
Chile,87,45.0,Carignan
Italy,87,18.0,Nero d'Avola
Chile,87,11.0,White Blend
France,87,12.0,Merlot-Malbec
US,87,18.0,Barbera
US,87,35.0,Syrah
Portugal,93,34.0,Portuguese Red
Portugal,93,28.0,Touriga Nacional
Italy,93,65.0,Red Blend
France,93,130.0,Syrah
Portugal,93,18.0,Portuguese Red
France,92,43.0,Sauvignon Blanc
Spain,92,48.0,Mencía
France,92,48.0,Riesling
Portugal,92,20.0,Portuguese Red
Spain,92,135.0,Cabernet Sauvignon
Spain,92,35.0,Mencía
US,92,36.0,Pinot Noir
US,92,18.0,Pinot Blanc
US,92,65.0,Cabernet Sauvignon
US,92,100.0,Cabernet Sauvignon
US,92,70.0,Red Blend
US,92,32.0,Chardonnay
New Zealand,92,55.0,Pinot Noir
Argentina,92,50.0,Malbec
US,92,59.0,Pinot Noir
France,92,45.0,Sauvignon Blanc
Argentina,92,72.0,Malbec-Cabernet Sauvignon
US,92,150.0,Cabernet Sauvignon
Italy,92,18.0,Red Blend
Portugal,92,22.0,Portuguese Red
Spain,92,42.0,Red Blend
France,92,33.0,Gewürztraminer
US,88,48.0,Pinot Noir
US,88,35.0,Pinot Noir
US,88,19.0,Malbec
France,88,25.0,Rosé
US,88,45.0,Sparkling Blend
US,88,35.0,Pinot Noir
US,88,25.0,Riesling
US,88,12.0,Sangiovese
France,88,25.0,Rosé
Austria,88,15.0,Grüner Veltliner
US,88,40.0,Malbec
US,88,28.0,Gewürztraminer
Spain,88,19.0,Red Blend
Italy,88,28.0,Greco
US,88,26.0,Rosé
US,88,62.0,Cabernet Sauvignon
US,88,22.0,Sauvignon Blanc
US,88,39.0,Pinot Noir
Italy,88,28.0,Aglianico
US,88,24.0,Rhône-style White Blend
France,88,12.0,Red Blend
Spain,88,20.0,Monastrell
New Zealand,88,22.0,Pinot Noir
Argentina,88,33.0,Malbec
Spain,88,12.0,Red Blend
New Zealand,88,20.0,Sauvignon Blanc
US,88,40.0,Petit Verdot
US,88,16.0,Rosé
Portugal,94,95.0,Port
Spain,94,50.0,Tempranillo
US,94,60.0,Pinot Noir
Germany,94,34.0,Riesling
US,94,58.0,Pinot Noir
US,94,105.0,Pinot Noir
Argentina,94,70.0,Malbec
Portugal,94,240.0,Port
Portugal,94,65.0,Portuguese Red
US,94,65.0,Pinot Noir
US,94,86.0,Pinot Noir
Spain,94,125.0,Tinto Fino
US,94,60.0,Pinot Noir
France,94,59.0,Sauvignon Blanc
France,94,135.0,Pinot Gris
France,94,90.0,Gewürztraminer
Portugal,94,99.0,Portuguese Red
Germany,94,52.0,Riesling
US,94,44.0,Chardonnay
US,94,62.0,Pinot Noir
Spain,94,70.0,Tinta de Toro
Portugal,94,142.0,Port
US,94,85.0,Pinot Noir
France,94,34.0,Riesling
France,94,72.0,Pinot Gris
US,94,90.0,Pinot Noir
France,94,65.0,Gewürztraminer
Italy,90,65.0,Sangiovese
US,90,45.0,Pinot Noir
Italy,90,47.0,White Blend
Italy,90,45.0,Chardonnay
Italy,90,90.0,Sangiovese
US,90,40.0,Red Blend
US,90,18.0,Sauvignon Blanc
US,90,34.0,Sauvignon Blanc
US,90,35.0,Chardonnay
Australia,90,35.0,Riesling
Italy,90,49.0,Sangiovese
US,90,49.0,Pinot Noir
US,90,15.0,Red Blend
US,90,26.0,Pinot Noir
Italy,90,23.0,Red Blend
US,90,15.0,Sauvignon Blanc
France,90,45.0,Bordeaux-style Red Blend
US,90,55.0,Pinot Noir
US,90,25.0,Zinfandel
US,90,22.0,Pinot Noir
US,90,19.0,Syrah
US,90,18.0,Red Blend
US,90,30.0,Chardonnay
France,90,32.0,Gewürztraminer
US,90,27.0,Auxerrois
Spain,90,32.0,Tempranillo
Australia,90,20.0,Shiraz
Spain,90,79.0,Mencía
Spain,90,44.0,Mencía
Australia,90,69.0,Cabernet Sauvignon
Spain,82,10.0,Sauvignon Blanc
Spain,82,17.0,Tempranillo
US,82,35.0,Syrah
US,82,28.0,Syrah
Spain,82,14.0,Verdejo
Argentina,82,7.0,Malbec
Australia,81,15.0,Pinot Noir
Argentina,81,12.0,Malbec
US,81,17.0,Pinot Noir
Argentina,81,9.0,Chardonnay
US,81,11.0,Red Blend
Argentina,81,9.0,Malbec
Spain,80,8.0,Chardonnay
Argentina,80,16.0,Chardonnay
Spain,80,13.0,Verdejo
Argentina,80,10.0,Malbec
France,97,468.0,Pinot Noir
France,97,639.0,Pinot Noir
France,97,288.0,Pinot Noir
US,96,150.0,Pinot Noir
France,96,281.0,Pinot Noir
Hungary,96,125.0,Tokaji
France,95,357.0,Pinot Noir
France,95,208.0,Pinot Noir
US,95,85.0,Rhône-style Red Blend
US,95,199.0,Bordeaux-style Red Blend
US,95,45.0,Pinot Noir
US,95,82.0,Pinot Noir
France,95,307.0,Pinot Noir
US,93,34.0,Chardonnay
Austria,93,45.0,Blaufränkisch
Italy,92,48.0,Sagrantino
Italy,92,45.0,Sangiovese
France,92,82.0,Pinot Noir
New Zealand,92,22.0,Sauvignon Blanc
Italy,92,36.0,Red Blend
US,92,60.0,Pinot Noir
US,92,26.0,Bordeaux-style Red Blend
New Zealand,92,99.0,Pinot Noir
Austria,92,25.0,Zweigelt
US,92,27.0,Pinot Noir
Austria,92,27.0,Traminer
New Zealand,92,40.0,Pinot Noir
US,92,60.0,Red Blend
US,92,38.0,Chardonnay
US,92,40.0,Chardonnay
France,92,22.0,Red Blend
US,92,48.0,Red Blend
US,92,100.0,Cabernet Sauvignon
US,92,48.0,Pinot Noir
US,92,60.0,Cabernet Sauvignon
Italy,92,29.0,Sangiovese
Italy,92,60.0,Sangiovese
US,92,45.0,Pinot Noir
US,92,65.0,Petit Verdot
Italy,92,65.0,Sangiovese
France,92,24.0,Rosé
France,91,159.0,Chardonnay
US,91,32.0,Zinfandel
US,91,16.0,Chardonnay
US,91,30.0,Chardonnay
France,91,45.0,Chardonnay
France,91,75.0,Pinot Noir
Spain,91,40.0,Tempranillo Blend
US,91,35.0,Cabernet Sauvignon
US,91,15.0,Gewürztraminer
Italy,91,42.0,Chardonnay
Italy,91,50.0,Aglianico
France,91,40.0,Chardonnay
US,91,18.0,Riesling
Turkey,91,17.0,Merlot
Italy,91,20.0,Grillo
France,91,35.0,Chardonnay
US,91,40.0,Syrah
US,91,18.0,Sauvignon Blanc
Italy,91,45.0,Aglianico
France,91,60.0,Chardonnay
Spain,91,65.0,Xarel-lo
France,91,35.0,Chardonnay
US,91,62.0,Pinot Noir
US,91,39.0,Bordeaux-style Red Blend
US,91,25.0,Mourvèdre
France,91,74.0,Chardonnay
US,91,29.0,Pinot Noir
US,91,19.0,Riesling
France,90,33.0,Rhône-style Red Blend
Chile,85,15.0,Chardonnay
France,85,60.0,Bordeaux-style Red Blend
Italy,85,13.0,Verdicchio
Chile,85,12.0,Sauvignon Blanc
US,85,15.0,Cabernet Sauvignon
US,85,24.0,Chardonnay
US,85,14.0,Meritage
Italy,85,16.0,Red Blend
US,85,10.0,Chardonnay
Spain,85,30.0,Godello
US,85,50.0,Pinot Noir
US,85,24.0,Chardonnay
US,85,17.0,Red Blend
France,85,12.0,Rosé
US,85,45.0,Pinot Noir
US,85,26.0,Pinot Noir
US,85,19.0,Cabernet Sauvignon
Italy,85,11.0,Trebbiano
US,85,26.0,Petite Sirah
France,85,14.0,Bordeaux-style White Blend
Spain,85,20.0,Verdejo
US,85,28.0,Merlot
US,85,42.0,Syrah
US,85,20.0,Pinot Blanc
Italy,85,10.0,Montepulciano
Chile,85,15.0,Gewürztraminer
US,85,15.0,Pinot Gris
Austria,85,15.0,Muskat Ottonel
US,85,28.0,Syrah
Austria,93,55.0,Grüner Veltliner
Argentina,93,55.0,Bordeaux-style Red Blend
Austria,93,25.0,Austrian white blend
US,93,70.0,Pinot Noir
Austria,93,30.0,Grüner Veltliner
US,93,47.0,Pinot Noir
Austria,93,19.0,Grüner Veltliner
Australia,93,65.0,Grenache
Australia,93,99.0,Shiraz
France,93,110.0,Bordeaux-style White Blend
US,93,50.0,Bordeaux-style Red Blend
Austria,93,44.0,Grüner Veltliner
Austria,93,40.0,Riesling
US,93,44.0,Pinot Noir
US,93,65.0,Chardonnay
US,93,48.0,Pinot Noir
Australia,92,65.0,Shiraz-Grenache
Germany,92,48.0,Riesling
Australia,92,27.0,Shiraz
Australia,92,39.0,Shiraz
Australia,92,60.0,Shiraz
Germany,92,90.0,Riesling
US,92,65.0,Cabernet Sauvignon
Argentina,92,30.0,Malbec
US,92,40.0,Chardonnay
Austria,92,24.0,Grüner Veltliner
Italy,87,21.0,Red Blend
Italy,87,15.0,Red Blend
Italy,87,15.0,White Blend
Italy,87,15.0,Primitivo
US,87,28.0,Chardonnay
Italy,87,30.0,Red Blend
US,87,24.0,Pinot Noir
Chile,87,12.0,Cabernet Sauvignon
US,87,15.0,Sauvignon Blanc
France,87,14.0,Gamay
US,87,35.0,Zinfandel
Italy,87,25.0,Nero d'Avola
Italy,87,15.0,Nero d'Avola
US,87,20.0,Syrah
Italy,87,15.0,Red Blend
Italy,87,13.0,Red Blend
US,87,34.0,Cabernet Sauvignon
Italy,87,15.0,Malvasia Nera
US,87,18.0,Sauvignon Blanc
Italy,87,21.0,Syrah
US,87,14.0,Chardonnay
Italy,87,15.0,Red Blend
US,87,24.0,Riesling
US,87,34.0,Primitivo
France,87,20.0,Gros and Petit Manseng
Italy,87,12.0,Nero d'Avola
Italy,87,20.0,Grillo
Italy,87,9.0,Chardonnay
US,92,55.0,Pinot Noir
US,92,50.0,Chardonnay
US,92,55.0,Pinot Noir
France,92,26.0,Rhône-style Red Blend
France,92,45.0,Gewürztraminer
US,92,45.0,Pinot Noir
US,92,28.0,Chardonnay
Italy,92,28.0,Sangiovese
Italy,92,21.0,Red Blend
Italy,92,29.0,Red Blend
US,92,115.0,Bordeaux-style Red Blend
US,92,17.0,Pinot Blanc
US,92,130.0,Claret
US,92,48.0,Pinot Noir
Portugal,92,15.0,Portuguese Red
US,92,32.0,Sauvignon Blanc
France,92,20.0,Chenin Blanc
US,92,49.0,Bordeaux-style Red Blend
Italy,92,42.0,Sangiovese
Argentina,92,66.0,Red Blend
France,92,88.0,Syrah
US,92,39.0,Pinot Noir
US,92,38.0,Chardonnay
US,92,40.0,Pinot Noir
US,92,59.0,Pinot Noir
US,92,48.0,Pinot Noir
US,92,59.0,Pinot Noir
US,92,59.0,Pinot Noir
US,88,55.0,Zinfandel
US,88,55.0,Cabernet Sauvignon
US,88,65.0,Cabernet Sauvignon
US,88,35.0,Syrah
Italy,88,20.0,White Blend
US,88,19.0,Pinot Gris
US,88,150.0,Bordeaux-style Red Blend
Austria,88,11.0,Grüner Veltliner
Austria,88,20.0,Grüner Veltliner
Italy,88,22.0,Greco
US,88,20.0,Cabernet Sauvignon
US,88,20.0,Rosé
US,88,22.0,Rosé
US,88,15.0,Gewürztraminer
France,88,23.0,Rosé
Italy,88,25.0,Fiano
Italy,88,16.0,Pinot Grigio
New Zealand,88,13.0,Sauvignon Blanc
US,88,18.0,Rosé
France,88,27.0,Rosé
US,88,38.0,Grenache
Italy,88,20.0,Grillo
Italy,88,20.0,Nero d'Avola
Italy,88,15.0,Fiano
US,88,48.0,Cabernet Sauvignon
Austria,88,15.0,Welschriesling
US,88,30.0,Chardonnay
US,88,20.0,Cabernet Sauvignon
US,94,110.0,Cabernet Sauvignon
US,94,64.0,Pinot Noir
Portugal,93,30.0,Portuguese Red
US,93,65.0,Pinot Noir
France,93,43.0,Riesling
France,93,68.0,Riesling
US,93,75.0,Chardonnay
US,93,70.0,Pinot Noir
Portugal,93,26.0,Portuguese White
Portugal,93,80.0,Port
France,93,50.0,Gewürztraminer
Australia,93,45.0,Viognier
US,93,34.0,Chardonnay
US,93,65.0,Pinot Noir
Portugal,93,290.0,Port
Australia,93,69.0,Cabernet Sauvignon
US,93,20.0,Chardonnay
Spain,93,25.0,Tempranillo Blend
US,93,48.0,Pinot Noir
US,93,85.0,Merlot
US,93,45.0,Chardonnay
Spain,93,68.0,Tempranillo
Germany,93,28.0,Riesling
Germany,93,35.0,Riesling
Australia,93,69.0,Shiraz
Spain,93,50.0,Mencía
France,93,30.0,Sauvignon Blanc
US,93,90.0,Pinot Noir
Portugal,93,50.0,Portuguese Red
Portugal,93,25.0,Portuguese White
France,90,60.0,Bordeaux-style Red Blend
Italy,90,195.0,Sangiovese
Spain,90,33.0,Tempranillo
Spain,90,16.0,Mencía
Spain,90,100.0,Sparkling Blend
US,90,80.0,Syrah
US,90,29.0,Pinot Noir
Spain,90,24.0,Tempranillo
US,90,35.0,Cabernet Franc
Australia,90,35.0,Cabernet Sauvignon
France,90,21.0,Bordeaux-style Red Blend
France,90,26.0,Muscat
US,90,58.0,Pinot Noir
Australia,90,17.0,Cabernet Sauvignon
Italy,90,32.0,Red Blend
US,90,75.0,Pinot Noir
Italy,90,37.0,White Blend
US,90,65.0,Pinot Noir
France,90,15.0,Pinot Blanc
France,90,43.0,Pinot Auxerrois
US,90,35.0,Chardonnay
US,90,45.0,Pinot Noir
US,90,56.0,Pinot Noir
US,90,35.0,Viognier
US,90,28.0,Red Blend
France,90,25.0,Pinot Blanc
France,90,22.0,Pinot Noir
France,90,24.0,Pinot Blanc
US,95,48.0,Pinot Noir
US,95,48.0,Sparkling Blend
Italy,95,50.0,Teroldego
France,95,168.0,Pinot Noir
US,95,50.0,Zinfandel
US,95,70.0,Pinot Noir
US,95,80.0,Chardonnay
France,95,135.0,Pinot Noir
France,95,200.0,Pinot Noir
France,95,80.0,Gewürztraminer
US,95,60.0,Pinot Noir
France,95,93.0,Pinot Noir
France,94,62.0,Pinot Noir
France,94,80.0,Pinot Gris
France,94,80.0,Riesling
US,94,62.0,Pinot Noir
US,94,45.0,Chardonnay
Italy,94,80.0,Red Blend
US,94,50.0,Sparkling Blend
US,94,40.0,Grenache
Italy,94,88.0,Red Blend
US,94,60.0,Pinot Noir
US,94,39.0,Pinot Noir
Italy,94,60.0,Red Blend
France,94,62.0,Pinot Noir
France,94,117.0,Pinot Noir
US,94,70.0,Cabernet Sauvignon
Italy,94,50.0,Teroldego
France,94,41.0,Muscat
US,88,20.0,Rosé
US,88,22.0,Rosé
US,88,15.0,Gewürztraminer
France,88,23.0,Rosé
Italy,88,25.0,Fiano
Italy,88,16.0,Pinot Grigio
New Zealand,88,13.0,Sauvignon Blanc
US,88,18.0,Rosé
France,88,27.0,Rosé
US,88,38.0,Grenache
Italy,88,20.0,Grillo
Italy,88,20.0,Nero d'Avola
Italy,88,15.0,Fiano
US,88,48.0,Cabernet Sauvignon
Austria,88,15.0,Welschriesling
US,88,30.0,Chardonnay
US,88,20.0,Cabernet Sauvignon
France,88,20.0,Rosé
Italy,88,20.0,Friulano
US,88,28.0,Merlot
US,88,25.0,Pinot Noir
France,88,20.0,Rosé
France,88,20.0,Rosé
US,88,48.0,Pinot Noir
France,88,15.0,Rosé
US,88,18.0,Rosé
France,88,18.0,Rosé
France,88,20.0,Rosé
Austria,88,17.0,White Blend
Austria,92,25.0,Riesling
US,92,55.0,Pinot Noir
France,92,24.0,Rosé
US,92,36.0,Monastrell
US,92,50.0,Cabernet Franc
US,92,45.0,Syrah-Tempranillo
US,92,48.0,Cabernet Sauvignon
US,92,100.0,Cabernet Sauvignon
US,92,38.0,Pinot Noir
US,92,26.0,Malvasia Bianca
US,92,45.0,Pinot Noir
US,92,34.0,Cabernet Sauvignon
Austria,92,23.0,Riesling
US,92,42.0,Mourvèdre
France,92,64.0,Pinot Noir
US,92,25.0,Riesling
France,92,48.0,Chardonnay
Italy,92,115.0,Sangiovese
Argentina,92,65.0,Bordeaux-style Red Blend
Italy,92,38.0,Sangiovese
US,92,20.0,Rhône-style Red Blend
New Zealand,92,35.0,Pinot Noir
US,92,24.0,Malbec
Italy,92,40.0,Red Blend
Italy,92,31.0,Red Blend
Italy,92,60.0,Red Blend
Argentina,92,30.0,Red Blend
US,92,40.0,Cabernet Sauvignon
Austria,92,27.0,Blaufränkisch
Austria,92,39.0,Grüner Veltliner
France,90,50.0,Pinot Noir
Greece,90,25.0,Assyrtico
Italy,90,31.0,Falanghina
US,90,14.0,Riesling
Italy,90,18.0,White Blend
US,90,50.0,Pinot Noir
US,90,16.0,Chardonnay
Italy,90,25.0,Red Blend
Italy,90,25.0,Aglianico
France,90,55.0,Chardonnay
France,90,29.0,Chardonnay
US,90,22.0,Cabernet Sauvignon
France,90,25.0,Chardonnay
US,90,50.0,Bordeaux-style Red Blend
US,90,24.0,Rhône-style White Blend
US,90,80.0,Cabernet Sauvignon
Turkey,90,30.0,Syrah-Merlot
US,90,28.0,Chardonnay
Israel,90,18.0,Shiraz
Italy,90,27.0,Red Blend
US,90,45.0,Chardonnay
Italy,90,52.0,Nero d'Avola
US,90,19.0,Sauvignon Blanc
US,90,35.0,Syrah
France,90,30.0,Pinot Noir
Italy,90,49.0,Aglianico
US,90,25.0,Dolcetto
US,90,40.0,Pinot Noir
US,85,22.0,Sémillon
Spain,85,16.0,Tempranillo Blend
US,85,15.0,Zinfandel
France,84,16.0,Merlot
France,84,13.0,Bordeaux-style White Blend
France,84,16.0,Rhône-style Red Blend
Italy,84,10.0,White Blend
US,84,12.0,Chardonnay
US,84,19.0,Chardonnay
Spain,84,16.0,Tempranillo
US,84,11.0,Petite Sirah
France,84,11.0,Sauvignon Blanc
France,84,12.0,Bordeaux-style Red Blend
US,84,16.0,Chardonnay
US,84,18.0,Pinot Gris
Italy,84,30.0,Sangiovese
US,84,18.0,Rosé
Italy,84,10.0,Sangiovese
Chile,84,11.0,Sauvignon Blanc
Spain,84,26.0,Godello
Spain,84,12.0,Garnacha
France,84,12.0,Bordeaux-style Red Blend
US,84,17.0,Cabernet Sauvignon
Chile,84,10.0,Gewürztraminer
France,84,26.0,Bordeaux-style Red Blend
Italy,90,37.0,White Blend
US,90,65.0,Pinot Noir
France,90,15.0,Pinot Blanc
Italy,90,90.0,Red Blend
France,90,43.0,Pinot Auxerrois
Italy,90,32.0,Red Blend
US,90,35.0,Chardonnay
US,90,45.0,Pinot Noir
US,90,56.0,Pinot Noir
US,90,36.0,Pinot Noir
Italy,90,125.0,Sangiovese
France,90,33.0,Gewürztraminer
Australia,90,15.0,Pinot Gris
US,90,16.0,Riesling
France,90,12.0,Alsace white blend
France,90,25.0,Pinot Noir
US,90,65.0,Pinot Noir
Italy,90,42.0,Red Blend
Australia,90,22.0,Sauvignon Blanc
US,90,49.0,Pinot Noir
US,90,15.0,White Blend
Italy,90,110.0,Red Blend
Italy,90,60.0,Sangiovese
US,90,25.0,Syrah
US,90,35.0,Pinot Noir
Spain,90,33.0,Tempranillo
Spain,90,100.0,Sparkling Blend
Spain,90,16.0,Mencía
US,90,29.0,Pinot Noir
US,90,80.0,Syrah
Italy,87,26.0,Nero d'Avola
US,87,45.0,Cabernet Sauvignon
US,87,12.0,Chardonnay
US,87,22.0,Riesling
US,87,35.0,Nebbiolo
US,87,20.0,Pinot Noir
US,87,25.0,Malbec
Italy,87,10.0,Red Blend
US,87,27.0,Pinot Noir
France,87,10.0,Gamay
US,87,16.0,Gewürztraminer
US,87,15.0,Pinot Gris
US,87,14.0,Pinot Noir
Italy,87,12.0,White Blend
Chile,87,15.0,Carmenère
US,87,45.0,Pinot Noir
Italy,87,13.0,Syrah
Italy,87,30.0,Nero d'Avola
Chile,87,18.0,Cabernet Sauvignon
US,87,42.0,Zinfandel
Chile,87,10.0,Carmenère
US,87,30.0,Viognier
Italy,87,15.0,Nero d'Avola
Italy,87,22.0,Uva di Troia
US,87,30.0,Red Blend
Chile,87,20.0,Chardonnay
US,87,50.0,Pinot Noir
US,87,18.0,Riesling
US,87,35.0,Pinot Noir
Austria,92,24.0,Riesling
Italy,92,45.0,Sagrantino
US,92,75.0,Cabernet Sauvignon
Argentina,92,90.0,Malbec-Cabernet Sauvignon
Italy,92,50.0,Aleatico
US,92,40.0,Chardonnay
US,92,58.0,Zinfandel
US,92,45.0,Chardonnay
US,92,75.0,Pinot Noir
Spain,92,40.0,Carignan-Grenache
Australia,92,35.0,Shiraz
Germany,92,51.0,Riesling
Germany,92,18.0,Riesling
Germany,92,70.0,Riesling
US,92,40.0,Chardonnay
Austria,92,22.0,Grüner Veltliner
Spain,92,45.0,Red Blend
US,92,65.0,Cabernet Sauvignon
Argentina,92,76.0,Cabernet Sauvignon
US,93,90.0,Pinot Noir
Portugal,93,50.0,Portuguese Red
Portugal,93,25.0,Portuguese White
Portugal,93,27.0,Portuguese Red
Portugal,93,110.0,Portuguese Red
Italy,93,90.0,Friulano
France,93,50.0,Pinot Gris
Portugal,93,30.0,Portuguese Red
US,93,60.0,Pinot Noir
US,93,63.0,Cabernet Sauvignon-Syrah
US,93,150.0,Cabernet Sauvignon
US,93,70.0,Pinot Noir
US,93,45.0,Pinot Noir
Australia,93,60.0,Shiraz
US,93,60.0,Bordeaux-style Red Blend
US,93,65.0,Pinot Noir
Spain,93,100.0,Mencía
France,93,40.0,Riesling
France,93,53.0,Pinot Gris
Portugal,93,45.0,Portuguese Red
Germany,93,38.0,Riesling
Germany,93,38.0,Riesling
Germany,93,34.0,Riesling
Portugal,93,30.0,Portuguese Red
France,93,50.0,Pinot Gris
US,93,20.0,Riesling
Argentina,93,135.0,Malbec
US,93,45.0,Chardonnay
US,93,50.0,Pinot Noir
Germany,93,26.0,Riesling
US,92,48.0,Syrah
US,92,35.0,Chardonnay
US,92,18.0,Rosé
US,92,40.0,Fumé Blanc
US,92,45.0,Syrah
Portugal,92,25.0,Portuguese Red
US,92,40.0,Syrah
US,92,25.0,Semillon-Sauvignon Blanc
Italy,92,24.0,Red Blend
France,92,38.0,Riesling
Argentina,92,19.0,Malbec
US,92,90.0,Cabernet Sauvignon
New Zealand,92,23.0,Pinot Gris
Portugal,92,15.0,Touriga Nacional-Cabernet Sauvignon
US,92,65.0,Cabernet Sauvignon
New Zealand,92,25.0,Pinot Gris
France,92,85.0,Syrah
France,92,27.0,Gewürztraminer
France,92,44.0,Rhône-style Red Blend
US,92,59.0,Chardonnay
US,92,54.0,Syrah
US,92,28.0,Riesling
France,92,120.0,Syrah
US,92,36.0,Pinot Noir
US,92,90.0,Pinot Noir
US,92,44.0,Pinot Noir
Italy,88,22.0,Greco
France,88,115.0,Tannat
Italy,88,16.0,Aglianico
US,88,36.0,Cabernet Franc
Austria,88,13.0,Zweigelt
Argentina,87,13.0,Malbec
Spain,87,25.0,Tempranillo
US,87,12.0,Sauvignon Blanc
New Zealand,87,19.0,Pinot Noir
US,87,42.0,Zinfandel
Argentina,87,22.0,Malbec
Spain,87,20.0,Xarel-lo
Spain,87,15.0,Xarel-lo
US,87,24.0,Viognier
US,87,40.0,Malbec
Italy,87,20.0,Sauvignon
Italy,87,19.0,Garganega
US,87,54.0,Pinot Noir
France,87,18.0,Red Blend
US,87,30.0,Zinfandel
US,87,43.0,Cabernet Sauvignon
US,87,42.0,Syrah
US,87,20.0,Merlot
France,87,13.0,White Blend
Italy,87,19.0,White Blend
US,87,30.0,Cabernet Franc
US,87,45.0,Cabernet Sauvignon
Argentina,87,11.0,Torrontés
US,87,34.0,Cabernet Franc
US,94,68.0,Chardonnay
US,94,60.0,Pinot Noir
Italy,94,50.0,Teroldego
US,94,90.0,Pinot Noir
Italy,94,66.0,Red Blend
France,94,45.0,Riesling
US,94,66.0,Pinot Noir
US,94,50.0,Red Blend
US,94,50.0,Syrah
Italy,94,85.0,Red Blend
US,94,38.0,Sauvignon Blanc
US,94,30.0,Riesling
France,94,62.0,Pinot Noir
France,94,133.0,Pinot Noir
France,94,310.0,Pinot Noir
US,94,39.0,Pinot Noir
France,94,47.0,Riesling
US,94,100.0,Cabernet Sauvignon
US,94,41.0,Pinot Noir
US,94,35.0,Chardonnay
US,94,50.0,Zinfandel
US,94,65.0,Pinot Noir
US,94,42.0,Pinot Noir
US,94,115.0,Pinot Noir
US,94,34.0,Pinot Noir
France,94,125.0,Pinot Noir
US,94,78.0,Pinot Noir
US,94,75.0,Cabernet Sauvignon
US,94,44.0,Pinot Noir
US,92,52.0,Pinot Noir
US,92,52.0,Bordeaux-style Red Blend
US,92,58.0,Chardonnay
US,92,52.0,Pinot Noir
US,92,40.0,Cabernet Sauvignon
France,92,19.0,Rosé
Austria,92,39.0,Grüner Veltliner
Austria,92,20.0,St. Laurent
Austria,92,27.0,Blaufränkisch
Austria,92,35.0,Blaufränkisch
US,92,45.0,Pinot Noir
US,92,57.0,Pinot Noir
US,92,40.0,Pinot Noir
Italy,92,50.0,Sangiovese
US,92,45.0,Chardonnay
Austria,92,25.0,Blaufränkisch
US,92,25.0,Pinot Noir
Austria,92,36.0,Riesling
US,92,49.0,Pinot Noir
US,92,40.0,Chardonnay
US,92,46.0,Chardonnay
Austria,92,17.0,Grüner Veltliner
US,92,30.0,Pinot Noir
US,92,52.0,Bordeaux-style Red Blend
Austria,92,40.0,Sauvignon Blanc
New Zealand,92,44.0,Pinot Noir
US,92,30.0,Merlot
US,92,45.0,Syrah
US,92,35.0,Pinot Noir
US,92,48.0,Bordeaux-style Red Blend
Spain,90,24.0,Tempranillo
US,90,35.0,Cabernet Franc
Australia,90,35.0,Cabernet Sauvignon
France,89,25.0,Pinot Blanc
France,89,20.0,Sylvaner
France,89,15.0,Pinot Blanc
France,89,28.0,Pinot Blanc
France,89,23.0,Bordeaux-style Red Blend
France,89,12.0,Alsace white blend
Italy,89,120.0,Red Blend
France,89,20.0,Pinot Noir
Australia,89,23.0,Sauvignon Blanc-Semillon
Italy,89,54.0,Sangiovese
Australia,89,17.0,Viognier-Marsanne
US,89,26.0,Riesling
Italy,89,24.0,Red Blend
Italy,89,17.0,Red Blend
US,89,20.0,Chardonnay
Italy,89,25.0,Sangiovese
US,89,35.0,Pinot Noir
Italy,89,48.0,Sangiovese
Spain,89,19.0,Tempranillo
US,89,12.0,Cabernet Sauvignon
Italy,89,25.0,Red Blend
Spain,89,31.0,Cariñena-Garnacha
US,89,65.0,Pinot Noir
Italy,89,28.0,Red Blend
